,Link,Price,Price/m2,Number of rooms,m2,Date sold,Rent,Drift cost,Number of floors,Built year,Region
22,https://www.booli.se/annons/3573138,5600000,102752,2,55,2019-09-17,2666,458,5,2009,vasastan
23,https://www.booli.se/annons/3217580,3910000,85000,2,46,2019-09-17,2459,425,4,1930,vasastan
24,https://www.booli.se/annons/3055503,4730000,92745,2,51,2018-01-25,2103,503,2,1917,vasastan
25,https://www.booli.se/annons/3174801,6210000,100161,2,62,2018-06-15,1483,758,1,1905,vasastan
26,https://www.booli.se/annons/3338563,5025000,104688,2,48,2019-03-07,1820,489,2,1891,vasastan
27,https://www.booli.se/annons/3066503,5045000,95189,2,53,2018-01-18,1972,583,2,1907,vasastan
28,https://www.booli.se/annons/3046787,4100000,97619,2,42,2018-02-21,1233,500,1,1898,vasastan
29,https://www.booli.se/annons/3377818,10400000,100971,4,103,2019-04-24,4392,770,2,1865,vasastan
30,https://www.booli.se/annons/3560392,4075000,107237,2,38,2019-09-17,1100,132,4,1927,vasastan
31,https://www.booli.se/annons/3572606,7000000,100000,3,70,2019-09-15,1631,500,2,1929,vasastan
32,https://www.booli.se/annons/3037417,5200000,101961,2,51,2019-05-17,1869,454,4,1910,vasastan
33,https://www.booli.se/annons/3287400,2975000,123958,1,24,2019-09-12,860,400,0,1906,vasastan
34,https://www.booli.se/annons/3540351,2850000,101786,1,28,2019-09-12,1585,267,2,1925,vasastan
35,https://www.booli.se/annons/3434181,4000000,90909,2,44,2019-09-12,2054,333,0,1865,vasastan
36,https://www.booli.se/annons/3554584,10200000,85714,3,119,2019-09-11,2615,642,1,1929,vasastan
37,https://www.booli.se/annons/3562607,5595000,78803,3,71,2019-09-11,4041,387,7,2018,vasastan
38,https://www.booli.se/annons/3564390,7800000,78000,3.5,100,2019-09-11,5270,630,3,1927,vasastan
39,https://www.booli.se/annons/3564779,13100000,98496,5,133,2019-09-10,4898,600,4,1886,vasastan
40,https://www.booli.se/annons/3568653,5735000,102411,2,56,2019-09-10,2968,460,4,1913,vasastan
41,https://www.booli.se/annons/3568653,5735000,102411,2,56,2019-09-10,2968,460,4,1913,vasastan
42,https://www.booli.se/annons/3569212,2975000,106250,1,28,2019-09-10,2099,320,5,1928,vasastan
43,https://www.booli.se/annons/3491385,5750000,99138,2,58,2019-09-01,3081,383,3,1904,vasastan
44,https://www.booli.se/annons/3118686,4950000,78571,3,63,2019-09-09,2721,530,0.5,1926,vasastan
45,https://www.booli.se/annons/3563723,3500000,102941,1,34,2019-09-05,1115,275,3,1906,vasastan
46,https://www.booli.se/annons/3555675,3255000,95735,1,34,2019-09-05,2074,275,3,1916,vasastan
47,https://www.booli.se/annons/3551416,8700000,94565,4,92,2019-09-08,2683,650,2,2008,vasastan
48,https://www.booli.se/annons/3532199,3450000,98571,1,35,2019-09-07,1455,302,3,1928,vasastan
49,https://www.booli.se/annons/2380723,3150000,87500,1,36,2019-09-06,1460,500,1,1928,vasastan
50,https://www.booli.se/annons/3559038,6250000,100806,2.5,62,2019-09-05,3099,907,3,1905,vasastan
51,https://www.booli.se/annons/3556244,9900000,104211,3,95,2019-09-05,3473,530,3,1908,vasastan
52,https://www.booli.se/annons/3549259,10900000,99091,3,110,2019-09-04,4035,1500,0,1914,vasastan
53,https://www.booli.se/annons/3555048,5050000,84167,2,60,2019-09-04,3287,417,2,1927,vasastan
54,https://www.booli.se/annons/3555551,6325000,95833,2,66,2019-09-04,2448,500,1,1926,vasastan
55,https://www.booli.se/annons/3498247,5680000,99649,2,57,2019-09-04,2219,950,2.5,1906,vasastan
56,https://www.booli.se/annons/3545137,4050000,101250,1,40,2019-09-04,1667,624,3,1900,vasastan
57,https://www.booli.se/annons/3555697,4735000,80254,2,59,2019-09-04,2393,400,0,1931,vasastan
58,https://www.booli.se/annons/3563975,5300000,92982,2.5,57,2019-09-04,2933,380,0.5,1906,vasastan
59,https://www.booli.se/annons/3555646,3400000,97143,1,35,2019-09-03,2435,387,4,1907,vasastan
60,https://www.booli.se/annons/3061716,4500000,103448,2,44,2019-09-04,1296,417,2,1937,vasastan
61,https://www.booli.se/annons/3556241,3600000,92308,2,39,2019-09-04,2878,208,2,1928,vasastan
62,https://www.booli.se/annons/3559052,4150000,94318,2,44,2019-09-04,2109,430,0,1913,vasastan
63,https://www.booli.se/annons/3222350,19995000,101497,5,197,2018-09-10,2759,1083,4,1916,vasastan
64,https://www.booli.se/annons/3168715,10300000,77444,4,133,2018-09-07,4022,607,4,1928,vasastan
65,https://www.booli.se/annons/3260855,8650000,83173,4,104,2018-10-25,3679,550,1,1929,vasastan
66,https://www.booli.se/annons/3200242,7300000,101389,2,72,2018-12-20,1122,491,3,1886,vasastan
67,https://www.booli.se/annons/3329557,7700000,82796,3,93,2019-02-22,4247,583,3,1897,vasastan
68,https://www.booli.se/annons/3433863,18100000,100556,5,180,2019-05-08,5862,717,5,1907,vasastan
69,https://www.booli.se/annons/3433863,18100000,100556,5,180,2019-05-08,5862,717,5,1907,vasastan
70,https://www.booli.se/annons/3523611,4700000,109302,2,43,2019-09-02,2076,217,2,1907,vasastan
71,https://www.booli.se/annons/3564329,4000000,100000,1,40,2019-09-02,1225,505,1.5,1927,vasastan
72,https://www.booli.se/annons/3548653,3100000,93939,1.5,33,2019-09-04,1423,292,4,1898,vasastan
73,https://www.booli.se/annons/3550609,4000000,86957,2,46,2019-09-03,2373,517,0,1902,vasastan
74,https://www.booli.se/annons/3548684,9800000,89091,4,110,2019-09-02,4477,700,4,1918,vasastan
75,https://www.booli.se/annons/3101592,8050000,88462,3,91,2018-05-11,3932,600,2,1912,vasastan
76,https://www.booli.se/annons/3337932,4300000,93478,2,46,2019-09-01,2065,573,0,1889,vasastan
77,https://www.booli.se/annons/3554251,11650000,108879,4,107,2019-08-30,3699,373,3,1898,vasastan
78,https://www.booli.se/annons/3552701,4650000,116250,2,40,2019-08-29,2357,283,3,1897,vasastan
79,https://www.booli.se/annons/3556275,7750000,91176,4,85,2019-08-29,4458,500,6,1967,vasastan
80,https://www.booli.se/annons/3095993,3700000,88095,2,42,2018-05-03,2995,606,2,1929,vasastan
81,https://www.booli.se/annons/3472550,6900000,86250,2.5,80,2019-06-19,3417,475,2.5,1926,vasastan
82,https://www.booli.se/annons/3472550,6900000,86250,2.5,80,2019-06-19,3417,475,2.5,1926,vasastan
83,https://www.booli.se/annons/3380607,6250000,107759,2,58,2019-08-29,2603,600,3,1904,vasastan
84,https://www.booli.se/annons/3549558,4850000,107778,2,45,2019-08-28,1692,350,2,2009,vasastan
85,https://www.booli.se/annons/3547273,3680000,103662,2,36,2019-08-28,824,450,1,1927,vasastan
86,https://www.booli.se/annons/3541049,9600000,79339,5,121,2019-08-28,6400,833,6,1971,vasastan
87,https://www.booli.se/annons/3547149,5715000,95250,2,60,2019-08-28,2329,557,3,1903,vasastan
88,https://www.booli.se/annons/3540515,7450000,89759,3,83,2019-08-28,4344,337,5,1908,vasastan
89,https://www.booli.se/annons/3066797,15525000,94665,5,164,2018-01-26,4704,3352,3,1889,vasastan
90,https://www.booli.se/annons/3531468,4900000,83051,2,59,2019-08-28,2880,533,0,1928,vasastan
91,https://www.booli.se/annons/3546998,6510000,105000,2,62,2019-08-23,2451,750,2,1898,vasastan
92,https://www.booli.se/annons/3538376,6625000,90753,3,73,2019-08-23,2622,650,1,1918,vasastan
93,https://www.booli.se/annons/3547605,3200000,118519,1,27,2019-08-27,1963,220,2,1928,vasastan
94,https://www.booli.se/annons/3498505,3150000,95455,2,33,2019-08-27,1868,376,2,1937,vasastan
95,https://www.booli.se/annons/3542793,7170000,100986,3,71,2019-08-27,3579,500,1,1899,vasastan
96,https://www.booli.se/annons/3541110,4775000,95500,2,50,2019-08-26,2142,350,2,1906,vasastan
97,https://www.booli.se/annons/3537321,4650000,96875,2,48,2019-08-26,2357,424,2,1895,vasastan
98,https://www.booli.se/annons/3259876,7400000,77895,4,95,2018-10-26,3624,200,4,1971,vasastan
99,https://www.booli.se/annons/3536783,3550000,86585,2,41,2019-08-26,2610,376,4,2018,vasastan
100,https://www.booli.se/annons/3540507,5400000,87097,2,62,2019-08-20,2940,458,0.5,1906,vasastan
101,https://www.booli.se/annons/3535576,6400000,77108,3,83,2019-08-23,4187,690,2,1909,vasastan
102,https://www.booli.se/annons/3354322,6000000,105263,2,57,2019-08-23,2959,458,4,1899,vasastan
103,https://www.booli.se/annons/3538040,3850000,124194,1.5,31,2019-08-23,2193,350,5,1929,vasastan
104,https://www.booli.se/annons/3540399,4895000,70942,3,69,2019-08-22,3946,405,2,2018,vasastan
105,https://www.booli.se/annons/3547676,3650000,74490,1.5,49,2019-08-22,2971,733,1.5,1929,vasastan
106,https://www.booli.se/annons/3524428,5050000,80159,2,63,2019-08-22,3651,266,0.5,1884,vasastan
107,https://www.booli.se/annons/3541911,6650000,99254,2,67,2019-08-22,2829,785,4,1924,vasastan
108,https://www.booli.se/annons/3340463,5100000,85000,2,60,2019-03-06,3413,648,2,1892,vasastan
109,https://www.booli.se/annons/3448319,8400000,82353,3,102,2019-05-28,3361,863,1,1884,vasastan
110,https://www.booli.se/annons/3541228,3030000,97742,1,31,2019-08-21,1890,302,1,1929,vasastan
111,https://www.booli.se/annons/3540091,11650000,97083,4,120,2019-08-21,3956,583,2,1903,vasastan
112,https://www.booli.se/annons/3540922,3225000,92143,1,35,2019-08-20,2111,525,3,1911,vasastan
113,https://www.booli.se/annons/3534978,5010000,96346,2,52,2019-08-16,1860,671,0,1889,vasastan
114,https://www.booli.se/annons/3257141,6175000,115205,2,54,2018-10-16,2606,458,3,1885,vasastan
115,https://www.booli.se/annons/3289359,3350000,90541,2,37,2018-11-30,2337,333,2,1924,vasastan
116,https://www.booli.se/annons/3324237,3600000,94737,2,38,2019-02-13,1465,290,1,1937,vasastan
117,https://www.booli.se/annons/3340046,4950000,91667,2,54,2019-03-08,1896,733,1,1906,vasastan
118,https://www.booli.se/annons/3535411,5225000,85656,2,61,2019-08-16,2816,625,3,1885,vasastan
119,https://www.booli.se/annons/3509438,3900000,105405,2,37,2019-08-15,2102,598,0,1908,vasastan
120,https://www.booli.se/annons/3534327,2600000,108333,1,24,2019-08-15,1861,140,2,1917,vasastan
121,https://www.booli.se/annons/3483201,6450000,109322,2,59,2019-08-16,1880,550,4,1927,vasastan
122,https://www.booli.se/annons/3018513,4140000,84490,2,49,2019-08-15,1901,517,3,1926,vasastan
123,https://www.booli.se/annons/3482569,7935000,92267,3,86,2019-08-15,3441,520,0,1895,vasastan
124,https://www.booli.se/annons/3514620,5780000,103214,2,56,2019-08-15,2942,460,3,1913,vasastan
125,https://www.booli.se/annons/3432831,4100000,95349,2,43,2019-07-25,1997,250,5,1940,vasastan
126,https://www.booli.se/annons/3541797,3725000,100676,2,37,2019-08-14,1524,350,1,1926,vasastan
127,https://www.booli.se/annons/3516401,3530000,98056,2,36,2019-08-14,2068,500,2,1911,vasastan
128,https://www.booli.se/annons/3535412,5450000,89344,2,61,2019-08-14,2299,708,1,1903,vasastan
129,https://www.booli.se/annons/3535905,8120000,95529,3,85,2019-08-14,3146,404,2,1890,vasastan
130,https://www.booli.se/annons/3440490,9825000,101289,3,97,2019-05-22,3789,833,2,1908,vasastan
131,https://www.booli.se/annons/3447303,6550000,79878,3,82,2019-05-29,3913,358,4,1924,vasastan
132,https://www.booli.se/annons/3305318,5475000,80515,2.5,68,2019-02-05,1872,75,2,1905,vasastan
133,https://www.booli.se/annons/3290807,6675000,101136,2,66,2019-01-17,824,492,3,1907,vasastan
134,https://www.booli.se/annons/3532150,8510000,96705,4,88,2019-08-10,4292,369,5,1905,vasastan
135,https://www.booli.se/annons/3334533,3700000,112121,2,33,2019-02-28,1734,317,4,1907,vasastan
136,https://www.booli.se/annons/3330409,6200000,81579,3,76,2019-03-29,3963,338,1,1967,vasastan
137,https://www.booli.se/annons/3531029,3550000,114516,2,31,2019-08-05,1725,350,0.5,1887,vasastan
138,https://www.booli.se/annons/3530924,7100000,97260,3,73,2019-08-11,3008,433,1,1883,vasastan
139,https://www.booli.se/annons/3461791,7125000,76613,3,93,2019-08-09,4222,500,2,1911,vasastan
140,https://www.booli.se/annons/3506574,6625000,82813,3.5,80,2019-08-09,2956,1037,3,1927,vasastan
141,https://www.booli.se/annons/3410522,8050000,101899,4,91,2019-05-28,3718,841,5,1912,vasastan
142,https://www.booli.se/annons/3440718,4000000,81633,2,49,2019-08-07,1740,450,0,1903,vasastan
143,https://www.booli.se/annons/3523475,5950000,94444,2,63,2019-07-16,1554,333,4,1907,vasastan
144,https://www.booli.se/annons/3508338,3400000,117241,1,29,2019-07-17,705,292,5,1927,vasastan
145,https://www.booli.se/annons/3525457,4350000,108750,2,40,2019-08-04,2127,120,5,1927,vasastan
146,https://www.booli.se/annons/3499592,3000000,120000,1,25,2019-08-05,1553,300,3,1959,vasastan
147,https://www.booli.se/annons/3524022,3700000,88095,1,42,2019-08-03,1020,302,0,1913,vasastan
148,https://www.booli.se/annons/3531471,3800000,100000,1.5,38,2019-08-01,1571,100,2,1925,vasastan
149,https://www.booli.se/annons/3444142,2500000,131579,1,19,2019-07-24,584,299,1,1909,vasastan
150,https://www.booli.se/annons/3528331,4500000,88235,2,51,2019-07-23,2585,458,3,1885,vasastan
151,https://www.booli.se/annons/3367687,4495000,81727,2,55,2019-07-19,2750,300,4,2017,vasastan
152,https://www.booli.se/annons/3267786,4425000,102907,2,43,2019-07-20,981,500,3,1924,vasastan
153,https://www.booli.se/annons/3524242,3300000,110000,2,30,2019-07-19,1896,525,3,1911,vasastan
154,https://www.booli.se/annons/3518728,5100000,80952,2.5,63,2019-07-19,2289,650,2,1926,vasastan
155,https://www.booli.se/annons/3496982,3500000,116667,1,30,2019-07-18,1524,310,2,1910,vasastan
156,https://www.booli.se/annons/3511797,3535000,95541,1,37,2019-07-05,2204,333,2,1916,vasastan
157,https://www.booli.se/annons/3374450,5100000,78462,2,65,2019-07-16,2876,267,1,1926,vasastan
158,https://www.booli.se/annons/3518837,3550000,98611,1,36,2019-07-12,1907,852,4,1908,vasastan
159,https://www.booli.se/annons/3511817,3895000,81146,2,48,2019-07-11,2944,333,6,2018,vasastan
160,https://www.booli.se/annons/3442998,3850000,101316,1,38,2019-07-03,1624,520,4,1906,vasastan
161,https://www.booli.se/annons/3371359,5995000,72229,3,83,2019-07-09,4121,388,1,2019,vasastan
162,https://www.booli.se/annons/3496888,3000000,107143,1.5,28,2019-07-09,1177,458,1,1929,vasastan
163,https://www.booli.se/annons/3490299,5350000,89167,2,60,2019-07-05,2341,542,2,1912,vasastan
164,https://www.booli.se/annons/3097890,4000000,90909,2,44,2018-03-08,1153,280,3,1894,vasastan
165,https://www.booli.se/annons/3087281,4900000,80328,2,61,2018-05-04,3333,416,0,1880,vasastan
166,https://www.booli.se/annons/3157498,4500000,73770,2,61,2018-05-30,1484,450,4,1969,vasastan
167,https://www.booli.se/annons/3483308,9000000,87379,3,103,2019-06-21,3140,670,4,1925,vasastan
168,https://www.booli.se/annons/2366494,6350000,85811,4,74,2019-07-04,3126,417,4,1943,vasastan
169,https://www.booli.se/annons/3443043,5900000,93651,2,63,2019-05-25,3367,381,4,1912,vasastan
170,https://www.booli.se/annons/3200168,3130000,88169,2,36,2018-07-26,2197,250,1,1943,vasastan
171,https://www.booli.se/annons/3277734,4600000,109524,2,42,2018-11-13,1264,500,3,1898,vasastan
172,https://www.booli.se/annons/3494865,7325000,97667,2,75,2019-07-04,3620,458,1,1897,vasastan
173,https://www.booli.se/annons/3493921,5220000,75652,3,69,2019-07-03,3946,333,4,2018,vasastan
174,https://www.booli.se/annons/3464446,5200000,92857,3,56,2019-07-02,2200,250,1,1970,vasastan
175,https://www.booli.se/annons/3464446,5200000,92857,3,56,2019-07-02,2200,250,1,1970,vasastan
176,https://www.booli.se/annons/3445679,4520000,113000,2,40,2019-05-28,1294,333,4,1897,vasastan
177,https://www.booli.se/annons/3375943,6495000,88973,2,73,2019-04-10,3456,417,7,1985,vasastan
178,https://www.booli.se/annons/3434511,3575000,89375,1.5,40,2019-05-14,1730,333,0.5,1924,vasastan
179,https://www.booli.se/annons/3410241,4100000,89130,2,46,2019-07-02,1747,702,2,1923,vasastan
180,https://www.booli.se/annons/3443418,2900000,111538,1,26,2019-07-01,1343,300,3,1901,vasastan
181,https://www.booli.se/annons/3444770,5565000,81838,3,68,2019-07-02,4265,300,1,1924,vasastan
182,https://www.booli.se/annons/3513331,3650000,76042,2,48,2019-07-01,2944,290,2,2018,vasastan
183,https://www.booli.se/annons/3495356,8200000,91111,3.5,90,2019-06-29,2708,458,3,1906,vasastan
184,https://www.booli.se/annons/3372388,6950000,96528,3,72,2019-04-04,2678,583,5,1929,vasastan
185,https://www.booli.se/annons/3495297,4110000,93409,2,44,2019-06-28,2355,458,3,1927,vasastan
186,https://www.booli.se/annons/3417571,6160000,99355,2,62,2019-06-19,2046,300,2,1907,vasastan
187,https://www.booli.se/annons/3339677,2700000,108000,1,25,2019-03-13,1307,400,1,1907,vasastan
188,https://www.booli.se/annons/3303068,5350000,77536,2,69,2019-03-31,3485,208,2,1913,vasastan
189,https://www.booli.se/annons/3436840,5910000,68721,3,86,2019-05-17,4244,750,3,1924,vasastan
190,https://www.booli.se/annons/3170326,3525000,103676,2,34,2018-06-06,1042,366,1,1904,vasastan
191,https://www.booli.se/annons/3307819,2550000,94444,1,27,2019-01-10,1536,375,2,1929,vasastan
192,https://www.booli.se/annons/3123898,4075000,97024,2,42,2018-04-19,1247,320,0,1927,vasastan
193,https://www.booli.se/annons/3141297,5400000,83077,2,65,2018-05-10,2372,483,2,1883,vasastan
194,https://www.booli.se/annons/3444301,3400000,75556,2,45,2019-05-24,2558,450,2,1912,vasastan
195,https://www.booli.se/annons/3123976,6800000,68000,4,100,2018-05-10,5147,589,6,1970,vasastan
196,https://www.booli.se/annons/3041180,6550000,74432,3,88,2017-12-12,3904,527,3,1913,vasastan
197,https://www.booli.se/annons/3445020,4885000,85702,3,57,2019-05-23,3127,416,0,1889,vasastan
198,https://www.booli.se/annons/3341429,5000000,83333,2,60,2019-04-04,1748,438,1,1916,vasastan
199,https://www.booli.se/annons/3264273,4200000,91304,2,46,2018-10-24,2121,333,3,1880,vasastan
200,https://www.booli.se/annons/3084836,3225000,107500,1,30,2018-02-09,1671,336,3,1930,vasastan
201,https://www.booli.se/annons/2395181,3800000,76000,2,50,2018-05-23,2700,375,2,1931,vasastan
202,https://www.booli.se/annons/3355200,2530000,110000,1,23,2019-03-26,1306,375,4,1927,vasastan
203,https://www.booli.se/annons/3106661,8650000,106790,3,81,2018-03-20,2328,383,2,1898,vasastan
204,https://www.booli.se/annons/3064048,10650000,95089,4.5,112,2018-01-18,4732,541,3,1925,vasastan
205,https://www.booli.se/annons/3027592,6650000,74719,3,89,2018-01-27,4039,380,0,1924,vasastan
206,https://www.booli.se/annons/3197275,3200000,96970,1,33,2018-07-13,1594,350,3,1928,vasastan
207,https://www.booli.se/annons/3285919,5525000,92083,2,60,2018-12-14,432,408,4,1929,vasastan
208,https://www.booli.se/annons/3180247,3675000,108088,2,34,2018-08-13,238,358,2,1928,vasastan
209,https://www.booli.se/annons/3124319,6600000,78947,3,84,2018-04-19,2774,541,0,1907,vasastan
210,https://www.booli.se/annons/3249296,9670000,90374,4,107,2018-10-05,4800,1000,4,1903,vasastan
211,https://www.booli.se/annons/3257214,5650000,95763,2,59,2018-11-23,3657,416,11,2018,vasastan
212,https://www.booli.se/annons/3258214,5100000,70833,2,72,2018-10-20,3000,358,0,1916,vasastan
213,https://www.booli.se/annons/3258481,4760000,89811,2,53,2018-10-18,2467,458,1.5,1912,vasastan
214,https://www.booli.se/annons/3373930,6320000,100317,2,63,2019-04-04,2969,408,4,1902,vasastan
215,https://www.booli.se/annons/3258218,4070000,104359,2,39,2018-10-18,901,166,6,1972,vasastan
216,https://www.booli.se/annons/3265168,8300000,131746,3,63,2018-10-19,1068,333,7,1969,vasastan
217,https://www.booli.se/annons/3413064,2980000,110370,1.5,27,2019-05-03,1963,350,2,1928,vasastan
218,https://www.booli.se/annons/3169143,4270000,90851,2,47,2018-06-15,2182,450,2,1897,vasastan
219,https://www.booli.se/annons/3209730,2675000,118889,1,23,2018-08-07,937,267,0,1896,vasastan
220,https://www.booli.se/annons/3074767,9300000,76860,5,121,2018-02-06,6268,550,1,1909,vasastan
221,https://www.booli.se/annons/3213895,3230000,92286,1,35,2018-08-23,1415,518,3,1927,vasastan
222,https://www.booli.se/annons/3098275,7970000,103506,3,77,2018-09-19,3981,500,3,1996,vasastan
223,https://www.booli.se/annons/3225633,5100000,106250,2,48,2018-09-26,2408,556,4,1893,vasastan
224,https://www.booli.se/annons/3175715,6950000,80814,3.5,86,2018-06-16,4063,622,3,1924,vasastan
225,https://www.booli.se/annons/3191160,4750000,84821,2,56,2018-07-13,2592,329,2.5,1987,vasastan
226,https://www.booli.se/annons/3113464,4580000,106512,2,43,2018-05-09,1706,750,4,1891,vasastan
227,https://www.booli.se/annons/3144173,3510000,92368,1,38,2018-05-14,1907,250,4,1906,vasastan
228,https://www.booli.se/annons/3096985,6750000,80357,3,84,2018-05-16,3511,625,2,1926,vasastan
229,https://www.booli.se/annons/3283718,4950000,78571,2,63,2018-11-15,3716,333,3,1926,vasastan
230,https://www.booli.se/annons/3117843,2500000,119048,1,21,2018-04-11,1424,250,4,1959,vasastan
231,https://www.booli.se/annons/3249694,4000000,93023,2,43,2018-10-16,2185,150,2.5,1926,vasastan
232,https://www.booli.se/annons/3261348,3760000,89524,1,42,2018-10-27,1788,290,4,1906,vasastan
233,https://www.booli.se/annons/3062838,3905000,100128,1,39,2018-01-31,1549,500,3,1906,vasastan
234,https://www.booli.se/annons/3109470,3510000,90000,1,39,2018-04-27,2477,290,1,1880,vasastan
235,https://www.booli.se/annons/3244702,7000000,86420,2,81,2018-10-19,4114,458,3,1884,vasastan
236,https://www.booli.se/annons/3104384,2750000,98214,1,28,2018-03-21,1401,488,2,1929,vasastan
237,https://www.booli.se/annons/3129087,3750000,93750,2,40,2018-04-26,1790,141,2,1923,vasastan
238,https://www.booli.se/annons/3190677,3450000,81176,2,43,2018-07-21,2298,383,3,1925,vasastan
239,https://www.booli.se/annons/3105142,8300000,80583,4,103,2018-03-23,3080,333,5,1907,vasastan
240,https://www.booli.se/annons/3114737,5550000,66867,3,83,2018-05-03,4187,458,4,1909,vasastan
241,https://www.booli.se/annons/3116829,7300000,97333,3.5,75,2018-04-12,3125,672,3,1999,vasastan
242,https://www.booli.se/annons/3116829,7300000,97333,3.5,75,2018-04-12,3125,672,3,1999,vasastan
243,https://www.booli.se/annons/3105243,6900000,79310,3,87,2018-04-13,3860,4740,1.5,1913,vasastan
244,https://www.booli.se/annons/3248002,4200000,95455,2,44,2018-10-12,2200,542,7,2017,vasastan
245,https://www.booli.se/annons/3213026,3050000,145238,1,21,2018-08-22,1213,342,2,1906,vasastan
246,https://www.booli.se/annons/3053026,3300000,91667,1.5,36,2017-12-12,863,385,3,1969,vasastan
247,https://www.booli.se/annons/3073751,3960000,69474,2,57,2018-01-26,2742,150,4,1973,vasastan
248,https://www.booli.se/annons/3126589,2550000,94444,1,27,2018-04-24,1552,290,3,1929,vasastan
249,https://www.booli.se/annons/3222799,5800000,77333,2,75,2018-09-07,3552,626,4,1897,vasastan
250,https://www.booli.se/annons/3208752,6725000,81024,3,83,2018-08-16,3607,333,4,1928,vasastan
251,https://www.booli.se/annons/3264018,5200000,96296,2,54,2018-10-31,2594,333,2,1927,vasastan
252,https://www.booli.se/annons/3119674,7250000,94156,3,77,2018-04-17,3425,666,5,1979,vasastan
253,https://www.booli.se/annons/3149615,3820000,90952,2,42,2018-05-23,1789,609,1,1906,vasastan
254,https://www.booli.se/annons/3052699,5825000,85662,2,68,2017-12-18,3007,333,3,1895,vasastan
255,https://www.booli.se/annons/3088759,5675000,73701,3,77,2018-02-22,3907,458,1,1926,vasastan
256,https://www.booli.se/annons/3087984,6600000,85714,3,77,2018-02-21,3425,700,4,1979,vasastan
257,https://www.booli.se/annons/3077864,5350000,81061,3,66,2018-02-06,2936,705,1,1981,vasastan
258,https://www.booli.se/annons/3176976,5120000,86780,2,59,2018-09-20,2220,1197,1,1906,vasastan
259,https://www.booli.se/annons/3195052,2995000,78816,1,38,2018-08-31,1729,450,0,1897,vasastan
260,https://www.booli.se/annons/3472241,3650000,73000,2,50,2019-06-25,2542,550,1,1911,vasastan
261,https://www.booli.se/annons/3059753,2475000,130263,1,19,2018-01-16,809,508,2,1914,vasastan
262,https://www.booli.se/annons/3077999,2965000,118600,1,25,2018-05-10,930,290,2,1907,vasastan
263,https://www.booli.se/annons/3121701,5125000,81349,3,63,2018-04-19,3853,700,4,1926,vasastan
264,https://www.booli.se/annons/3280407,3810000,97692,2,39,2018-11-21,1398,279,3,1876,vasastan
265,https://www.booli.se/annons/3224475,5550000,99107,2,56,2018-09-06,2610,504,1,1897,vasastan
266,https://www.booli.se/annons/3067412,7120000,92468,3,77,2018-01-23,3425,592,4,1979,vasastan
267,https://www.booli.se/annons/3193086,2800000,80000,1,35,2018-07-13,2411,290,2,2018,vasastan
268,https://www.booli.se/annons/3065600,3160000,95758,1,33,2018-01-16,1984,567,2,1925,vasastan
269,https://www.booli.se/annons/3065600,3160000,95758,1,33,2018-01-16,1984,567,2,1925,vasastan
270,https://www.booli.se/annons/3087927,3285000,96618,1,34,2018-07-07,2300,225,3,1903,vasastan
